municipality_name,Latitude,Longitude
Lipce Reymontowskie,51.8996969,19.9420887
Maków,54.0407046,20.6523979
Nowy Kawęczyn,51.887384,20.2441319
Skierniewice,51.9568581,20.1430044
Słupia,54.287143,17.3242691
Tomaszów Mazowiecki,51.5316918,20.0084195
Będków,51.5882028,19.7447311
Budziszewice,52.67245,17.05374
Czerniewice,51.6547437,20.1569703
Inowłódz,51.5236969,20.2228852
Lubochnia,51.608851,20.052374
Rokiciny,54.3343328,17.7206582
Rzeczyca,51.5986259,20.2970666
Tomaszów Mazowiecki,51.5316918,20.0084195
Ujazd,51.5980362,19.9218143
Żelechlinek,51.711266,20.035335
Biała,52.7962925,23.2369031
Czarnożyły,51.2815314,18.563382
Konopnica,51.226236,22.4614994
Mokrsko,51.1774166,18.4802446
Osjaków,51.2888829,18.7912573
Ostrówek,51.5743996,22.6158549
Pątnów,51.1464812,18.6248122
Skomlin,51.1709588,18.3872748
Wieluń,51.2204544,18.5700965
Wierzchlas,53.5183488,18.104843
Bolesławiec,51.262169150000005,15.5550197073441
Czastary,51.2581108,18.3209415
Galewice,51.3418193,18.2531911
Lututów,51.3712494,18.4346007
Łubnice,50.4110333,21.1521007
Sokolniki,51.0292325,16.7086942
Wieruszów,51.2951647,18.1510623
Zduńska Wola,51.6028615,18.9333201
Szadek,51.69175,18.97703
Zapolice,51.0873021,19.6399975
Zduńska Wola,51.6028615,18.9333201
Głowno,51.9660873,19.7135665
Ozorków,51.9636101,19.2918111
Zgierz,51.8559434,19.4056443
Aleksandrów Łódzki,51.8196533,19.3035375
Głowno,51.9660873,19.7135665
Ozorków,51.9636101,19.2918111
Parzęczew,51.94893,19.20716
Stryków,51.9009447,19.6036969
Zgierz,51.8559434,19.4056443
Brzeziny,51.8004949,19.7517694
Brzeziny,51.8004949,19.7517694
Dmosin,51.9266971,19.7533414
Jeżów,51.813452,19.9687952
Rogów,52.4095529,22.3448178
Łódź,51.7687323,19.4569911
Piotrków Trybunalski,51.412853999999996,19.6886837487098
Skierniewice,51.9568581,20.1430044
Bochnia,49.9693563,20.430541
Bochnia,49.9693563,20.430541
Drwinia,50.0980915,20.4420098
Lipnica Murowana,49.85894,20.5274
Łapanów,49.8648601,20.2913672
Nowy Wiśnicz,49.9152667,20.4621677
Rzezawa,49.9900045,20.513614
Trzciana,51.173174,16.9686415
Żegocina,49.8041261,20.417899
Borzęcin,51.4459353,16.9110191
Brzesko,49.9678396,20.6068496
Czchów,49.8339446,20.6731487
Dębno,52.7396681,14.7014522
Gnojnik,49.8952721,20.6071741
Iwkowa,49.8171879,20.5900198
Szczurowa,50.1190396,20.6373655
Alwernia,50.0690434,19.5396737
Babice,51.7741622,19.2481954
Chrzanów,50.1411926,19.4028502
Libiąż,50.1030516,19.3147486
Trzebinia,50.1597686,19.4709097
Bolesław,50.2970061,19.4811218
Dąbrowa Tarnowska,50.1743495,20.9850707
Gręboszów,50.2443127,20.7758287
Mędrzechów,50.2817162,20.9472878
Olesno,50.8766575,18.4219452
Radgoszcz,53.0622273,21.9169381
Szczucin,50.3090256,21.075161
Gorlice,49.6663323,21.16348426717198
Biecz,49.7305351,21.249421
Bobowa,49.7130028,20.9576054
Gorlice,49.6663323,21.16348426717198
Lipinki,53.4666667,19.3166667
Łużna,49.712434,21.0534773
Moszczenica,51.50468995,19.67660746199884
Ropa,49.6695163,21.1863731
Sękowa,49.6128184,21.2065054
Uście Gorlickie,49.5220361,21.1388995
Czernichów,49.9871154,19.6761974
Igołomia-Wawrzeńczyce,50.106874399999995,20.268688105891584
Iwanowice,51.6546044,18.3272055
Jerzmanowice-Przeginia,50.21158765,19.72536173524042
Kocmyrzów-Luborzyca,50.1564008,20.102802032722163
Krzeszowice,50.1350246,19.6320164
Liszki,50.0384673,19.7661585
Michałowice,50.8949589,17.0639424
Mogilany,49.9413293,19.8877676
Skała,50.2303769,19.853537
Skawina,49.9747508,19.8265702
Słomniki,50.2403739,20.0811369
Sułoszowa,50.2672276,19.7330471
Świątniki Górne,49.9346365,19.9524965
Wielka Wieś,50.15676,19.8429766
Zabierzów,50.1146386,19.7993814
Zielonki,50.3535303,20.9167143
Limanowa,49.7149918,20.423074222125905
Mszana Dolna,49.6779756,20.0820073
Dobra,51.9161774,18.6159693
Jodłownik,50.64660085,16.61408096135165
Kamienica,50.6839554,19.1542304
Laskowa,51.5588449,16.8315404
Limanowa,49.7149918,20.423074222125905
Łukowica,49.6052384,20.492895
Mszana Dolna,49.6779756,20.0820073
Niedźwiedź,50.5378326,17.0016694
Słopnice,49.6989839,20.3518902
Tymbark,49.7293607,20.3248972
Charsznica,50.4130511,19.9355395
Gołcza,50.3369451,19.9266289
Kozłów,51.0373995,16.7276461
Książ Wielki,50.4429446,20.1399453
Miechów,50.3566016,20.0276912
Racławice,50.3247214,20.2356859
Słaboszów,50.3875935,20.274964
Dobczyce,49.8803432,20.0905415
Lubień,51.2759368,19.7854898
Myślenice,49.834608,19.9384283
Pcim,49.7519944,19.9667908
Raciechowice,49.8448681,20.1371442
Siepraw,49.9087175,19.9686151
Sułkowice,49.8408265,19.8012137
Tokarnia,49.4646063,22.0204581
Wiśniowa,49.8688107,21.653553
Grybów,49.61495535,20.948824660927798
Chełmiec,51.0584659,22.7328702
Gródek nad Dunajcem,49.7486434,20.7323128
Grybów,49.61495535,20.948824660927798
Kamionka Wielka,49.5786884,20.790033
Korzenna,49.6832111,20.8418416
Krynica-Zdrój,49.4206138,20.9594176
Łabowa,49.5275011,20.8553116
Łącko,54.5196449,16.6094445
Łososina Dolna,49.7416411,20.6251038
Muszyna,49.3561684,20.8967477
Nawojowa,50.3959312,16.4043497
Piwniczna-Zdrój,49.4406462,20.7142303
Podegrodzie,49.5761014,20.5889551
Rytro,49.490202,20.6701855
Stary Sącz,49.5640376,20.6366038
Nowy Targ,49.489209200000005,20.026341104646875
Szczawnica,49.4266299,20.4761439
Czarny Dunajec,49.440493,19.8535612
Czorsztyn,49.4372983,20.3268648
Jabłonka,51.9218076,18.984034
Krościenko nad Dunajcem,49.445684,20.4289427
Lipnica Wielka,49.4849727,19.6292186
Łapsze Niżne,49.3980442,20.2400473
Nowy Targ,49.489209200000005,20.026341104646875
Ochotnica Dolna,49.5255655,20.3202148
Raba Wyżna,49.5647448,19.8805296
Rabka-Zdrój,49.6076663,19.9622575
Spytkowice,49.994979,19.5087999
Szaflary,49.4229109,20.0260584
Bukowno,50.2669741,19.4613822
Bolesław,50.2970061,19.4811218
Klucze,50.3351358,19.5608326
Olkusz,50.2788158,19.5596307
Trzyciąż,50.3094145,19.7675599
Wolbrom,50.3848386,19.7598844
Oświęcim,50.0382443,19.2214053
Brzeszcze,49.9819014,19.1528065
Chełmek,50.1003348,19.2542585
Kęty,49.8817723,19.2302036
Osiek,50.5194515,21.4425619
Oświęcim,50.0382443,19.2214053
Polanka Wielka,49.9838274,19.3074201
Przeciszów,50.0047374,19.3744959
Zator,49.9963053,19.4376782
Koniusza,49.6851724,22.6898509
Koszyce,50.1669806,20.5756459
Nowe Brzesko,50.1322823,20.3767203
Pałecznica,50.2904698,20.3009621
Proszowice,50.1926479,20.2917555
Radziemice,50.2541273,20.2348635
Jordanów,49.6489124,19.83834915265816
Sucha Beskidzka,49.74079,19.5905975
Budzów,50.5821639,16.6940219
Bystra-Sidzina,49.62063465,19.69076034503852
Jordanów,49.6489124,19.83834915265816
Maków Podhalański,49.7298971,19.6768803
Stryszawa,49.713531,19.5206116
Zawoja,49.6600228,19.5579106
Zembrzyce,49.7737749,19.6006622
Ciężkowice,49.786464,20.9737542
Gromnik,53.7361111,15.9897222
Lisia Góra,49.5923311,21.7361069
Pleśna,54.2338347,15.8365082
Radłów,51.2886819,17.1427919
Ryglice,49.8783327,21.1380371
Rzepiennik Strzyżewski,49.8072487,21.0351977
Skrzyszów,49.9927156,21.0645866
Tarnów,50.0123784,20.9880739
Tuchów,49.895219,21.0538362
Wierzchosławice,50.0274989,20.8593482
Wietrzychowice,52.41238,18.85958
Wojnicz,49.9573496,20.8364048
Zakliczyn,49.8564352,20.8086652
Żabno,50.1335155,20.8859257
Szerzyny,49.8088632,21.2451169
Zakopane,49.2757934,19.969281065702543
Biały Dunajec,49.3805921,20.0122858
Bukowina Tatrzańska,49.3423002,20.1072586
Kościelisko,49.2907179,19.8885727
Poronin,49.3396497,20.0055635
Andrychów,49.8555791,19.3436756
Brzeźnica,51.2705207,20.4820359
Kalwaria Zebrzydowska,49.8669482,19.6763089
Lanckorona,49.8454833,19.715059
Mucharz,49.812017,19.5584908
Spytkowice,49.994979,19.5087999
Stryszów,49.825128,19.6261498
Tomice,50.8476735,16.8164667
Wadowice,49.8834484,19.4925345
Wieprz,50.5003414,23.4350421
Biskupice,51.1523459,22.946692
Gdów,49.9085036,20.1996034
Kłaj,49.9925308,20.3154849
Niepołomice,50.0331163,20.2171599
Wieliczka,49.9823773,20.0602114
Kraków,50.0619474,19.9368564
Nowy Sącz,49.61030395,20.714936589668028
Tarnów,50.0123784,20.9880739
Białobrzegi,51.6482305,20.9497458
Promna,51.6806227,20.9603967
Radzanów,52.94307,20.09258
Stara Błotnica,54.1519231,15.4151357
Stromiec,51.6464554,21.0910141
Wyśmierzyce,51.6251076,20.8119331
Ciechanów,52.871204399999996,20.606245921754713
Ciechanów,52.871204399999996,20.606245921754713
Glinojeck,52.819174,20.2862655
Gołymin-Ośrodek,52.8086905,20.8731745
Grudusk,53.0616402,20.625647
Ojrzeń,52.7669148,20.5427378
Opinogóra Górna,52.9038465,20.7143163
Regimin,52.94148,20.55454
Sońsk,52.7813961,20.6961175
Garwolin,51.8958048,21.621064749998972
Łaskarzew,51.785526149999995,21.60246906216035
Borowie,51.9487183,21.7671254
Garwolin,51.8958048,21.621064749998972
Górzno,53.1980846,19.6445713
Łaskarzew,51.785526149999995,21.60246906216035
Maciejowice,51.692631,21.5531323
Miastków Kościelny,51.8839967,21.8234993
Parysów,51.9759282,21.6801952
Pilawa,51.9595452,21.5271524
Sobolew,51.1208535,16.4332926
Trojanów,51.944141,23.46293
Wilga,49.9676389,19.977163
Żelechów,51.8096724,21.895505
Gostynin,52.424245299999995,19.463338416212153
Gostynin,52.424245299999995,19.463338416212153
Pacyna,52.30067,19.71132
Sanniki,52.33089,19.86693
Szczawin Kościelny,52.36998,19.6118
Milanówek,52.1266493,20.6641191
Podkowa Leśna,52.1113192,20.761411312661124
Baranów,52.12305,20.47315
Grodzisk Mazowiecki,52.1066223,20.6313441
Jaktorów,52.46,21.2472222
Żabia Wola,52.0317125,20.6910675
Belsk Duży,51.8258436,20.8087878
Błędów,50.340284600000004,19.51384620770148
Chynów,51.5128685,19.3350831
Goszczyn,51.7322001,20.8538194
Grójec,51.8655126,20.8675017
Jasieniec,51.6570593,21.2749579
Mogielnica,51.6929526,20.723371
Nowe Miasto nad Pilicą,51.616692,20.5796171
Pniewy,52.5089624,16.2566411
Warka,51.7850969,21.1833835
Garbatka-Letnisko,51.4933539,21.6318482
Głowaczów,51.6231797,21.3177054
Gniewoszów,51.4743655,21.8125648
Grabów nad Pilicą,51.7257087,21.2265001
Kozienice,51.5849678,21.549883
Magnuszew,51.7624237,21.3828034
Sieciechów,51.5404909,21.7451259
Legionowo,52.4048926,20.93311029271624
Jabłonna,52.3766761,20.9177941
Nieporęt,52.4232736,21.0354595
Serock,52.5135193,21.0731162
Wieliszew,52.4497362,20.9694128
Chotcza,51.242085200000005,21.734947186621483
Ciepielów,51.2482289,21.5741193
Lipsko,51.158513,21.6490099
Rzeczniów,51.1268037,21.4425767
Sienno,51.08498,21.4734506
Solec nad Wisłą,51.1349963,21.765376
Huszlew,52.1373857,22.8399375
Łosice,52.2115134,22.717294
Olszanka,54.0984069,23.4018277
Platerów,52.3019807,22.8184308
Sarnaki,52.314485,22.8898812
Stara Kornica,52.1843042,22.9353174
Maków Mazowiecki,52.865678,21.101224
Czerwonka,52.23528,17.8255632
Karniewo,53.1398472,14.8573691
Krasnosielc,53.0335809,21.1575267
Młynarze,52.6123223,22.3837029
Płoniawy-Bramura,52.9798077,21.0629873
Różan,52.8892595,21.399349
Rzewnie,52.8351768,21.3393107
Sypniewo,53.0052471,21.3064497
Szelków,52.8157769,21.17087574347384
Mińsk Mazowiecki,52.1812046,21.5587372
Cegłów,52.1470172,21.7381713
Dębe Wielkie,52.1990146,21.4400042
Dobre,52.32171,21.67852
Halinów,52.3581586,19.4706484
Jakubów,50.6977778,16.9272222
Kałuszyn,52.2082344,21.8133341
Latowicz,52.0262727,21.8075415
Mińsk Mazowiecki,52.1812046,21.5587372
Mrozy,52.1655506,21.8001682
Siennica,52.0915526,21.6193996
Stanisławów,52.291113,21.5491157
Sulejówek,52.2433944,21.2777123
Mława,53.13419145,20.362882994720415
Dzierzgowo,53.1550837,20.663956
Lipowiec Kościelny,53.10461,20.17651
Radzanów,52.94307,20.09258
Strzegowo,52.8936196,20.2852835
Stupsk,53.0222244,20.4381223
Szreńsk,53.01147,20.12223
Szydłowo,53.1625747,16.6120029
Wieczfnia Kościelna,53.1950911,20.4762203
Wiśniewo,53.5599184,19.8645912
Nowy Dwór Mazowiecki,52.4306508,20.7154712
Czosnów,52.3905947,20.733896
Leoncin,52.3936382,20.534073
Nasielsk,52.5867531,20.8130115
Pomiechówek,52.4719444,20.7336111
Zakroczym,52.4333534,20.6116771
Baranowo,52.2135664,16.9218226
Czarnia,53.3430556,21.5636111
Czerwin,52.9495,21.7581
Goworowo,52.9006864,21.5570366
Kadzidło,53.2345757,21.4642685
Lelis,53.1779313,21.5570312
Łyse,52.907923,23.1102495
Myszyniec,53.3831962,21.3420723
Olszewo-Borki,53.0679398,21.5226162
Rzekuń,53.048365,21.6260703
Troszyn,53.0309694,21.7324911
Ostrów Mazowiecka,52.8000429,21.897638
Andrzejewo,52.8305612,22.2006931
Boguty-Pianki,52.7166399,22.4157652
Brok,52.6989287,21.8601815
Małkinia Górna,52.6932185,22.019689
Nur,52.6681622,22.3181055
Ostrów Mazowiecka,52.8000429,21.897638
Stary Lubotyń,52.9304465,21.9291791
Szulborze Wielkie,52.7602407,22.2282937
Wąsewo,52.87309,21.67353
Zaręby Kościelne,52.7571188,22.1248239
Józefów,50.4808298,23.0540591
Otwock,52.1161661,21.29345896133107
Celestynów,51.3667288,21.6961065
Karczew,52.0782795,21.2508068
Kołbiel,52.0648811,21.4804165
Osieck,51.9658203,21.420765
Sobienie-Jeziory,51.9311432,21.3026615
Wiązowna,52.1711968,21.3039625
Góra Kalwaria,51.9843765,21.2140226
Konstancin-Jeziorna,52.0834787,21.1208073
Lesznowola,52.0889643,20.9421702
Piaseczno,52.0747377,21.0270885
Prażmów,51.9421776,20.9537316
Tarczyn,51.9802935,20.8339613
Bielsk,52.6713156,19.8049119
Bodzanów,52.5008478,20.0299052
Brudzeń Duży,52.6674993,19.5039296
Bulkowo,52.5428044,20.11618
Drobin,52.7377981,19.9893151
Gąbin,52.39942,19.73072
Łąck,52.4870282,19.5960518
Mała Wieś,52.8034475,20.0157893
Nowy Duninów,52.5801994,19.474531
Radzanowo,52.5727335,19.8944855
Słubice,52.3557481,14.5662367
Słupno,52.3885516,21.1455891
Stara Biała,52.6111437,19.6502651
Staroźreby,52.6329268,19.986628
Wyszogród,52.3883717,20.1913084
Płońsk,52.6264016,20.364281234776783
Raciąż,52.7810586,20.118111
Baboszewo,52.6813829,20.2582764
Czerwińsk nad Wisłą,52.3940182,20.3123715
Dzierzążnia,52.6285005,20.2203732
Joniec,50.5827778,16.6002778
Naruszewo,52.5272543,20.3565731
Nowe Miasto,52.6563159,20.6307362
Płońsk,52.6264016,20.364281234776783
Raciąż,52.7810586,20.118111
Sochocin,52.6898865,20.4707992
Załuski,51.785136,20.6484454
Piastów,52.1812559,20.8415937
Pruszków,52.171958950000004,20.802982691260024
Brwinów,52.1425551,20.7170701
Michałowice,50.8949589,17.0639424
Nadarzyn,52.0947222,20.8075
Raszyn,52.1583333,20.9241667
Przasnysz,53.0182519,20.884566904668567
Chorzele,53.2610476,20.8978631
Czernice Borowe,53.03152,20.71764
Jednorożec,53.1404584,21.0505655
Krasne,50.0486411,22.0914337
Krzynowłoga Mała,53.1552,20.78811
Przasnysz,53.0182519,20.884566904668567
Borkowice,51.2951199,16.992895
Gielniów,51.3997224,20.4762225
Klwów,51.5341643,20.637217
Odrzywół,51.5193078,20.555818
Potworów,50.5289618,16.7534839
Przysucha,51.3585043,20.6285468
Rusinów,52.2926299,15.5294487
Wieniawa,51.2499359,22.5371973
Gzy,52.7399702,20.94254
Obryte,52.62302,22.39479
Pokrzywnica,52.7894484,17.1391144
Pułtusk,52.7051109,21.0840274
Świercze,52.6705367,20.7667997
Winnica,52.6845914,19.5070596
Zatory,52.60618,21.18392
Pionki,51.4730031,21.4438404
Gózd,52.0620852,21.4367256
Iłża,51.1624174,21.2374622
Jastrzębia,52.353699,19.3413287
Jedlińsk,51.5138697,21.1235619
Jedlnia-Letnisko,51.4303531,21.3292505
Kowala,51.3247732,21.0701581
Pionki,51.4730031,21.4438404
Przytyk,51.4668994,20.9055732
Skaryszew,51.3105682,21.2523856
Wierzbica,51.2492925,21.0792463
Wolanów,51.3795633,20.9756935
Zakrzew,51.7879743,18.6346473
Domanice,50.940639,16.590698
Korczew,52.3540778,22.611451
Kotuń,52.1779129,22.0700859
Mokobody,52.2654877,22.1114012
Mordy,52.2112989,22.5170678
Paprotnia,51.7985626,19.6943162
Przesmyki,52.267829,22.5828795
Siedlce,52.161593800000006,22.281253302988254
Skórzec,52.1069597,22.1299878
Suchożebry,52.2612769,22.2541988
Wiśniew,52.0729641,22.2947505
Wodynie,52.0404053,21.9594599
Zbuczyn,52.0897875,22.4345132
Sierpc,52.853176950000005,19.66141404554825
Gozdowo,52.2903529,17.6464349
Mochowo,52.7662538,19.5540153
Rościszewo,52.9009267,19.7748102
Sierpc,52.853176950000005,19.66141404554825
Szczutowo,52.9352888,19.5766482
Zawidz,52.8294997,19.8436701
Sochaczew,52.2367219,20.25712361363545
Brochów,51.0618136,17.0812722
Iłów,52.3395204,20.0262978
Młodzieszyn,52.2986514,20.1860491
Nowa Sucha,52.1537489,20.1809994
Rybno,52.3972222,18.4672222
Sochaczew,52.2367219,20.25712361363545
Teresin,51.4277029,19.3460383
Sokołów Podlaski,52.4081717,22.2525679
Bielany,52.2776126,20.9472054
Ceranów,52.6307826,22.2279919
Jabłonna Lacka,52.4765532,22.4422915
Kosów Lacki,52.5960805,22.1471764
Repki,52.3857809,22.390667
Sabnie,52.5009994,22.3062034
Sokołów Podlaski,52.4081717,22.2525679
Sterdyń,52.5768284,22.2973098
Chlewiska,51.4723132,22.6402619
Jastrząb,51.2468739,20.9488245
Mirów,50.6147285,19.468112
Orońsko,51.3134481,20.9901717
Szydłowiec,51.2238922,20.8575141
Błonie,52.1946065,20.6169694
Izabelin,52.7076808,19.4530677
Kampinos,52.2700727,20.4617483
Leszno,51.8436068,16.58042182076424
Łomianki,52.3355273,20.895012
Ożarów Mazowiecki,52.2080548,20.7941606
Stare Babice,52.252222,20.8406349
Węgrów,52.40082835,22.04647848005508
Grębków,52.269157,21.9104376
Korytnica,52.4151803,21.8500567
Liw,52.3750352,21.9670594
Łochów,52.53042,21.68528
Miedzna,52.4674168,22.0895914
Sadowne,52.6408839,21.845991
Stoczek,52.829004,23.7452291
Wierzbno,52.1899435,21.016599
Kobyłka,52.3387086,21.1965315
Marki,52.3254611,21.1054691
Ząbki,52.29233345,21.114699883572584
Zielonka,52.29133185,21.260566162275364
Dąbrówka,54.2296573,21.9933928
Jadów,52.4783475,21.6326228
Klembów,52.4063968,21.3315606
Poświętne,51.4746285,21.3676912
Radzymin,52.4176347,21.1807836
Strachówka,52.4305116,21.6333552
Tłuszcz,52.4301697,21.4355074
Wołomin,52.3468689,21.2420179
Brańszczyk,52.6282009,21.5848507
Długosiodło,52.759577,21.5929004
Rząśnik,52.7130725,21.3684196
Somianka,52.5617673,21.2999723
Wyszków,52.5928035,21.4584581
Zabrodzie,51.0560585,16.9383507
Kazanów,51.2745143,21.4660249
Policzna,51.4503026,21.625574
Przyłęk,50.5171687,16.7779949
Tczów,51.325746,21.4465383
Zwoleń,51.3564745,21.5844652
Bieżuń,52.9617996,19.8899936
Kuczbork-Osada,53.0852777,20.0473242
Lubowidz,53.1216748,19.8407986
Lutocin,52.9813101,19.7659778
Siemiątkowo,52.8796055,20.0340273
Żuromin,53.0671703,19.9078353
Żyrardów,52.05553205,20.44464353021984
Mszczonów,51.9740309,20.5126683
Puszcza Mariańska,51.9788831,20.3494459
Radziejowice,52.0042375,20.5560438
Wiskitki,52.0868993,20.3832461
Ostrołęka,53.0843135,21.5668607
Płock,52.5464521,19.7008606
Radom,51.4022557,21.1541546
Siedlce,52.161593800000006,22.281253302988254
Warszawa,52.2337172,21.071432235636493
Brzeg,50.8614882,17.470497
Skarbimierz,53.7119392,16.0162098
Grodków,50.698157,17.3849804
Lewin Brzeski,50.7487107,17.616648
Lubsza,50.9158553,17.5204239
Olszanka,54.0984069,23.4018277
Baborów,50.1563566,17.9859393
Branice,50.0687049,20.1396996
Głubczyce,50.2001072,17.8301977
Kietrz,50.0796271,18.0021082
Kędzierzyn-Koźle,50.3448836,18.2109594
Bierawa,50.2810555,18.2424545
Cisek,50.2810681,18.2019309
Pawłowiczki,50.2437125,18.0475795
Polska Cerekiew,50.2271899,18.1262571
Reńska Wieś,50.3142539,18.1250284
Byczyna,51.1142355,18.2143288
Kluczbork,50.9730701,18.2140089
Lasowice Wielkie,54.089035,19.0747588
Wołczyn,51.0190253,18.049603
Gogolin,50.4925107,18.0176197
Krapkowice,50.4747406,17.9670987
Strzeleczki,50.4594894,17.854778
Walce,50.3715914,18.0047937
Zdzieszowice,50.4202928,18.1193187
Domaszowice,51.0426642,17.8857566
Namysłów,51.0766258,17.7185619
Pokój,50.9014642,17.8382418
Świerczów,50.9597722,17.7587552
Wilków,50.8688872,16.5376199
Głuchołazy,50.3170828,17.3833809
Kamiennik,50.7890539,15.4906062
Korfantów,50.4879782,17.5984184
Łambinowice,50.5384423,17.5596387
Nysa,50.4738029,17.3324733
Otmuchów,50.46553145,17.13236551741759
Paczków,50.4642876,17.0063856
Pakosławice,50.5454523,17.3618971
Skoroszyce,50.5969194,17.3810561
Dobrodzień,50.7288597,18.444336
Gorzów Śląski,51.0281551,18.4222682
Olesno,50.8766575,18.4219452
Praszka,51.05536,18.4485221
Radłów,51.2886819,17.1427919
Rudniki,53.8615505,18.8898972
Zębowice,50.76211,18.3403
Chrząstowice,50.66437,18.0722
Dąbrowa,52.9663293,20.2781539
Dobrzeń Wielki,50.76795,17.84708
Komprachcice,50.6356474,17.8227459
Łubniany,50.7793118,17.9987293
Murów,50.8619578,17.945995
Niemodlin,50.6415925,17.6211388
Ozimek,50.6789196,18.2125227
Popielów,50.8242482,17.742194
Prószków,50.5786696,17.8699852
Tarnów Opolski,50.5803405,18.0827155
Tułowice,50.5954195,17.6533063
Turawa,50.7392667,18.0757762
Biała,52.7962925,23.2369031
Głogówek,50.3534373,17.8619329
Lubrza,52.3071516,15.4411776
Prudnik,50.3217212,17.5801041
Izbicko,50.5742077,18.1562574
Jemielnica,50.5448088,18.3795292
Kolonowskie,50.6528574,18.3831071
Leśnica,50.4285562,18.1849929
Strzelce Opolskie,50.5109033,18.3004547
Ujazd,51.5980362,19.9218143
Zawadzkie,50.6065834,18.4801284
Opole,50.678792900000005,17.929884436033525
Czarna,52.5267141,20.6202987
Lutowiska,49.2506891,22.6954882
Ustrzyki Dolne,49.4301874,22.5877003
Brzozów,49.6950395,22.0196537
Domaradz,49.7953178,21.9473137
Dydnia,49.6876575,22.1713367
Haczów,49.6714749,21.8895884
Jasienica Rosielna,49.7506895,21.9402817
Nozdrzec,49.77319,22.1959192
Dębica,50.04611635,21.412761546800066
Brzostek,49.8784697,21.411865
Czarna,52.5267141,20.6202987
Dębica,50.04611635,21.412761546800066
Jodłowa,49.8769261,21.3052679
Pilzno,49.978578,21.2908438
Żyraków,50.0859393,21.3947638
Jarosław,50.0159029,22.6796573
Radymno,49.9517176,22.8183129
Chłopice,49.9483663,22.674588
Jarosław,50.0159029,22.6796573
Laszki,52.9629028,23.2793228
Pawłosiów,49.9953594,22.6455138
Pruchnik,49.9061358,22.5160585
Radymno,49.9517176,22.8183129
Rokietnica,52.5103217,16.7421238
Roźwienica,49.9526865,22.5920612
Wiązownica,53.4433333,22.3519445
Jasło,49.7470465,21.4743139
Brzyska,49.820283,21.3907973
Dębowiec,52.4502778,18.6416667
Jasło,49.7470465,21.4743139
Kołaczyce,49.8076605,21.4340516
Krempna,49.5103475,21.5031014
Nowy Żmigród,49.6039214,21.523519
Osiek Jasielski,49.6353727,21.4918168
Skołyszyn,49.7521108,21.3352696
Tarnowiec,51.3057493,17.1895689
Cmolas,50.294938,21.7444047
Kolbuszowa,50.2433277,21.7754563
Majdan Królewski,50.3791794,21.7450836
Niwiska,51.327268,18.2474981
Raniżów,50.2586609,21.9714293
Dzikowiec,50.5709287,16.5729367
Chorkówka,49.6508145,21.6729301
Dukla,49.55636,21.6847523
Iwonicz-Zdrój,49.5696688,21.7932328
Jedlicze,49.714148,21.6421513
Korczyna,49.7144991,21.811188
Krościenko Wyżne,49.6744164,21.8299327
Miejsce Piastowe,49.6335904,21.7883599
Rymanów,49.576131,21.8676433
Wojaszówka,49.7795399,21.6687613
Jaśliska,49.4416532,21.8023473
Leżajsk,50.2621687,22.418892
Grodzisko Dolne,50.1637598,22.4596076
Kuryłówka,50.29912,22.46818
Leżajsk,50.2621687,22.418892
Nowa Sarzyna,50.3197674,22.3435063
Lubaczów,50.1574473,23.1225859
Cieszanów,50.2454329,23.1301265
Horyniec-Zdrój,50.1910278,23.3625975
Lubaczów,50.1574473,23.1225859
Narol,50.3488112,23.3274426
Oleszyce,50.1682003,23.0314836
Stary Dzików,50.2466301,22.929797
Wielkie Oczy,50.02605,23.16274
Łańcut,50.0690725,22.2320924
Białobrzegi,51.6482305,20.9497458
Czarna,52.5267141,20.6202987
Łańcut,50.0690725,22.2320924
Markowa,54.3119444,22.5252778
Rakszawa,50.169963,22.2324531
Żołynia,50.1617652,22.3074738
Mielec,50.2895423,21.4228413
Borowa,51.1908974,17.2798969
Czermin,51.949955,17.7475756
Gawłuszowice,50.4138303,21.3817255
Mielec,50.2895423,21.4228413
Padew Narodowa,50.4362952,21.4967531
Przecław,50.1939186,21.4798564
Radomyśl Wielki,50.1963674,21.2761596
Tuszów Narodowy,50.3706214,21.464134
Wadowice Górne,50.2620708,21.2985063
Harasiuki,50.4724756,22.4889669
Jarocin,51.9739233,17.5011254
Jeżowe,50.3738461,22.1277161
Krzeszów,50.4028474,22.3406002
Nisko,50.5198985,22.139886
Rudnik nad Sanem,50.4447766,22.2440326
Ulanów,50.4904352,22.2625676
Bircza,49.691222,22.4804308
Dubiecko,49.8253187,22.3916222
Fredropol,49.6956071,22.7456024
Krasiczyn,49.7762257,22.6521706
Krzywcza,49.79894,22.54667
Medyka,49.8057989,22.9375415
Orły,52.2214433,20.684629
Przemyśl,49.7845132,22.7698454
Stubno,49.8997007,22.9513418
Żurawica,49.8237231,22.7998479
Przeworsk,50.054495200000005,22.50137899352015
Adamówka,50.9354279,22.8049559
Gać,50.8878107,17.3633432
Jawornik Polski,49.8886553,22.2837088
Kańczuga,49.9843732,22.4131838
Przeworsk,50.054495200000005,22.50137899352015
Sieniawa,50.1780728,22.6102155
Tryńcza,50.1590707,22.5524678
Zarzecze,49.9128713,18.8210518
Iwierzyce,50.0308446,21.7554136
Ostrów,51.4694444,22.4333333
Ropczyce,50.0528608,21.6116324
Sędziszów Małopolski,50.0715996,21.7007524
Wielopole Skrzyńskie,49.9458007,21.6141608
