Kod TERYT,Gmina,Powiat,Województwo,Liczba wyborców uprawnionych do głosowania,Liczba otrzymanych kopert zwrotnych,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,PO,Konfederacja,PSL,PIS,SLD,Inne
40802,gm. Bobrowniki,lipnowski,kujawsko-pomorskie,2440,0,0,1213,31,1182,239,39,303,501.0,94,6.0
40803,gm. Chrostkowo,lipnowski,kujawsko-pomorskie,2370,0,0,1105,12,1093,71,45,246,664.0,60,7.0
40804,gm. Dobrzyń nad Wisłą,lipnowski,kujawsko-pomorskie,6171,0,0,2995,80,2915,260,135,444,1668.0,378,30.0
40805,gm. Kikół,lipnowski,kujawsko-pomorskie,5590,0,0,2747,93,2654,205,113,999,1125.0,196,16.0
40806,gm. Lipno,lipnowski,kujawsko-pomorskie,9164,0,0,4312,106,4206,395,178,1158,2072.0,377,26.0
40807,gm. Skępe,lipnowski,kujawsko-pomorskie,5936,0,0,2976,66,2910,502,170,485,1404.0,320,29.0
40808,gm. Tłuchowo,lipnowski,kujawsko-pomorskie,3628,0,0,1839,31,1808,135,83,381,1068.0,121,20.0
40809,gm. Wielgie,lipnowski,kujawsko-pomorskie,5210,0,0,2415,80,2335,212,122,571,1073.0,330,27.0
40901,gm. Dąbrowa,mogileński,kujawsko-pomorskie,3639,0,0,1849,39,1810,319,110,351,804.0,205,21.0
40902,gm. Jeziora Wielkie,mogileński,kujawsko-pomorskie,3819,0,0,1939,51,1888,153,63,606,923.0,137,6.0
40903,gm. Mogilno,mogileński,kujawsko-pomorskie,19548,3,0,11065,207,10858,2274,704,2092,4213.0,1436,139.0
40904,gm. Strzelno,mogileński,kujawsko-pomorskie,9441,0,0,4959,109,4850,1245,215,935,1989.0,426,40.0
41001,gm. Kcynia,nakielski,kujawsko-pomorskie,10300,0,0,5318,123,5195,838,413,823,2386.0,655,80.0
41002,gm. Mrocza,nakielski,kujawsko-pomorskie,6960,0,0,3497,94,3403,739,227,423,1537.0,404,73.0
41003,gm. Nakło nad Notecią,nakielski,kujawsko-pomorskie,24864,2,0,14223,230,13993,3836,960,1547,5193.0,2197,260.0
41004,gm. Sadki,nakielski,kujawsko-pomorskie,5551,0,0,2911,64,2847,646,171,318,1367.0,301,44.0
41005,gm. Szubin,nakielski,kujawsko-pomorskie,18667,0,0,10433,147,10286,2938,841,906,3856.0,1568,177.0
41101,m. Radziejów,radziejowski,kujawsko-pomorskie,4574,1,0,2627,39,2588,584,115,217,1230.0,402,40.0
41102,gm. Bytoń,radziejowski,kujawsko-pomorskie,2869,0,0,1445,38,1407,149,84,152,913.0,98,11.0
41103,gm. Dobre,radziejowski,kujawsko-pomorskie,4325,1,0,2071,46,2025,267,110,213,1193.0,211,31.0
41104,gm. Osięciny,radziejowski,kujawsko-pomorskie,6241,0,0,3134,83,3051,314,135,642,1624.0,314,22.0
41105,gm. Piotrków Kujawski,radziejowski,kujawsko-pomorskie,7518,0,0,3746,78,3668,653,122,311,2092.0,460,30.0
41106,gm. Radziejów,radziejowski,kujawsko-pomorskie,3552,1,0,1836,24,1812,310,92,227,1019.0,149,15.0
41107,gm. Topólka,radziejowski,kujawsko-pomorskie,4005,0,0,2084,40,2044,226,94,276,1171.0,231,46.0
41201,m. Rypin,rypiński,kujawsko-pomorskie,12548,0,0,6972,86,6886,1576,446,883,2817.0,1079,85.0
41202,gm. Brzuze,rypiński,kujawsko-pomorskie,4226,0,0,2096,37,2059,255,127,346,1079.0,228,24.0
41203,gm. Rogowo,rypiński,kujawsko-pomorskie,3775,1,0,1805,24,1781,162,91,304,1094.0,116,14.0
41204,gm. Rypin,rypiński,kujawsko-pomorskie,5880,0,0,2666,39,2627,316,152,577,1312.0,239,31.0
41205,gm. Skrwilno,rypiński,kujawsko-pomorskie,4669,0,0,2296,23,2273,247,93,362,1403.0,157,11.0
41206,gm. Wąpielsk,rypiński,kujawsko-pomorskie,3228,0,0,1475,19,1456,169,68,268,804.0,137,10.0
41301,gm. Kamień Krajeński,sępoleński,kujawsko-pomorskie,5319,0,0,2661,62,2599,538,177,310,1080.0,446,48.0
41302,gm. Sępólno Krajeńskie,sępoleński,kujawsko-pomorskie,12155,0,1,6634,101,6533,1995,420,600,2505.0,882,131.0
41303,gm. Sośno,sępoleński,kujawsko-pomorskie,3839,0,0,1810,60,1750,283,122,223,893.0,191,38.0
41304,gm. Więcbork,sępoleński,kujawsko-pomorskie,10157,1,0,5172,79,5093,1338,262,616,2283.0,485,109.0
41401,gm. Bukowiec,świecki,kujawsko-pomorskie,3887,0,0,1918,54,1864,343,120,269,965.0,157,10.0
41402,gm. Dragacz,świecki,kujawsko-pomorskie,5615,0,0,2809,58,2751,646,235,258,1145.0,420,47.0
41403,gm. Drzycim,świecki,kujawsko-pomorskie,3859,0,0,1938,37,1901,441,129,180,974.0,162,15.0
41404,gm. Jeżewo,świecki,kujawsko-pomorskie,6131,0,0,3117,73,3044,754,275,207,1471.0,299,38.0
41405,gm. Lniano,świecki,kujawsko-pomorskie,3296,0,0,1859,45,1814,387,134,224,901.0,147,21.0
41406,gm. Nowe,świecki,kujawsko-pomorskie,7849,0,0,3825,76,3749,1059,374,370,1498.0,389,59.0
41407,gm. Osie,świecki,kujawsko-pomorskie,4331,0,0,2217,54,2163,605,172,250,876.0,236,24.0
41408,gm. Pruszcz,świecki,kujawsko-pomorskie,7363,0,0,4152,86,4066,1067,301,716,1646.0,311,25.0
41409,gm. Świecie,świecki,kujawsko-pomorskie,25193,3,0,14631,233,14398,6305,843,829,4799.0,1484,138.0
41410,gm. Świekatowo,świecki,kujawsko-pomorskie,2851,0,0,1516,48,1468,289,114,297,618.0,133,17.0
41411,gm. Warlubie,świecki,kujawsko-pomorskie,4943,1,0,2243,60,2183,396,161,249,1065.0,283,29.0
41501,m. Chełmża,toruński,kujawsko-pomorskie,10778,0,0,5652,95,5557,1739,401,311,2366.0,677,63.0
41502,gm. Chełmża,toruński,kujawsko-pomorskie,7608,1,1,3664,90,3574,740,266,377,1816.0,333,42.0
41503,gm. Czernikowo,toruński,kujawsko-pomorskie,6957,0,0,3433,75,3358,1065,254,203,1546.0,280,10.0
41504,gm. Lubicz,toruński,kujawsko-pomorskie,14962,0,1,9271,72,9199,2904,643,671,3696.0,1196,89.0
41505,gm. Łubianka,toruński,kujawsko-pomorskie,5450,0,1,3304,37,3267,976,246,367,1335.0,304,39.0
41506,gm. Łysomice,toruński,kujawsko-pomorskie,7718,0,0,4646,57,4589,1600,387,288,1656.0,609,49.0
41507,gm. Obrowo,toruński,kujawsko-pomorskie,12805,1,0,7941,92,7849,2210,574,822,3016.0,1115,112.0
41508,gm. Wielka Nieszawka,toruński,kujawsko-pomorskie,3770,1,0,2375,29,2346,857,194,222,743.0,310,20.0
41509,gm. Zławieś Wielka,toruński,kujawsko-pomorskie,10610,0,0,6349,87,6262,1953,436,759,2177.0,885,52.0
41601,gm. Cekcyn,tucholski,kujawsko-pomorskie,5303,0,0,2964,56,2908,721,217,298,1387.0,251,34.0
41602,gm. Gostycyn,tucholski,kujawsko-pomorskie,4059,0,0,2106,43,2063,476,172,198,1025.0,171,21.0
41603,gm. Kęsowo,tucholski,kujawsko-pomorskie,3485,0,0,1825,55,1770,307,144,149,1000.0,151,19.0
41604,gm. Lubiewo,tucholski,kujawsko-pomorskie,4670,0,0,2617,58,2559,479,231,292,1379.0,151,27.0
41605,gm. Śliwice,tucholski,kujawsko-pomorskie,4361,0,0,2469,62,2407,418,175,248,1326.0,214,26.0
41606,gm. Tuchola,tucholski,kujawsko-pomorskie,15466,2,0,8950,122,8828,2553,654,773,3858.0,934,56.0
41701,m. Wąbrzeźno,wąbrzeski,kujawsko-pomorskie,10253,0,0,5695,74,5621,2210,358,472,1740.0,766,75.0
41702,gm. Dębowa Łąka,wąbrzeski,kujawsko-pomorskie,2521,0,0,1203,27,1176,245,91,152,587.0,85,16.0
41703,gm. Książki,wąbrzeski,kujawsko-pomorskie,3293,0,0,1589,29,1560,324,101,164,787.0,107,77.0
41704,gm. Płużnica,wąbrzeski,kujawsko-pomorskie,3748,0,0,1781,40,1741,654,72,164,718.0,121,12.0
41705,gm. Ryńsk,wąbrzeski,kujawsko-pomorskie,6721,0,0,3180,44,3136,657,254,442,1454.0,282,47.0
41801,m. Kowal,włocławski,kujawsko-pomorskie,2776,0,0,1583,37,1546,337,102,149,638.0,285,35.0
41802,gm. Baruchowo,włocławski,kujawsko-pomorskie,2805,0,0,1417,37,1380,174,87,189,774.0,134,22.0
41803,gm. Boniewo,włocławski,kujawsko-pomorskie,2759,0,0,1263,22,1241,134,42,200,708.0,140,17.0
41804,gm. Brześć Kujawski,włocławski,kujawsko-pomorskie,9302,0,0,4943,81,4862,938,322,415,2115.0,1009,63.0
41805,gm. Choceń,włocławski,kujawsko-pomorskie,6471,0,0,2955,73,2882,447,153,357,1480.0,393,52.0
41806,gm. Chodecz,włocławski,kujawsko-pomorskie,4918,0,0,2122,59,2063,280,93,316,1082.0,272,20.0
41807,gm. Fabianki,włocławski,kujawsko-pomorskie,7701,0,0,4099,64,4035,1006,225,527,1482.0,726,69.0
41808,gm. Izbica Kujawska,włocławski,kujawsko-pomorskie,6049,0,0,2966,66,2900,270,119,314,1903.0,270,24.0
41809,gm. Kowal,włocławski,kujawsko-pomorskie,3226,0,0,1554,34,1520,176,75,164,892.0,193,20.0
41810,gm. Lubanie,włocławski,kujawsko-pomorskie,3670,0,0,2036,41,1995,281,108,153,1179.0,253,21.0
41811,gm. Lubień Kujawski,włocławski,kujawsko-pomorskie,6014,0,0,2675,81,2594,297,132,313,1603.0,221,28.0
41812,gm. Lubraniec,włocławski,kujawsko-pomorskie,7704,1,0,3983,77,3906,568,157,451,2135.0,555,40.0
41813,gm. Włocławek,włocławski,kujawsko-pomorskie,5792,0,0,3195,57,3138,654,172,350,1423.0,493,46.0
41901,gm. Barcin,żniński,kujawsko-pomorskie,11204,5,0,6231,133,6098,1818,460,692,2115.0,888,125.0
41902,gm. Gąsawa,żniński,kujawsko-pomorskie,4214,0,0,2380,62,2318,777,55,357,990.0,122,17.0
41903,gm. Janowiec Wielkopolski,żniński,kujawsko-pomorskie,7012,0,0,3758,100,3658,962,166,452,1632.0,389,57.0
41904,gm. Łabiszyn,żniński,kujawsko-pomorskie,7783,0,0,4204,83,4121,1084,302,379,1818.0,462,76.0
41905,gm. Rogowo,żniński,kujawsko-pomorskie,5346,0,0,2946,67,2879,755,144,486,1255.0,211,28.0
41906,gm. Żnin,żniński,kujawsko-pomorskie,18932,0,0,10707,213,10494,3213,565,1134,4575.0,903,104.0
46101,m. Bydgoszcz,Bydgoszcz,kujawsko-pomorskie,261549,55,10,174640,1138,173502,60273,12945,9575,55408.0,33371,1930.0
46201,m. Grudziądz,Grudziądz,kujawsko-pomorskie,68777,6,5,39542,440,39102,12082,2470,3106,13417.0,7632,395.0
46301,m. Toruń,Toruń,kujawsko-pomorskie,151161,28,45,100709,621,100088,38697,7680,4828,31580.0,16405,898.0
46401,m. Włocławek,Włocławek,kujawsko-pomorskie,85539,12,0,50147,494,49653,14451,2913,2744,17065.0,11673,807.0
60101,m. Międzyrzec Podlaski,bialski,lubelskie,13259,1,0,7993,87,7906,1582,427,772,4685.0,346,94.0
60102,m. Terespol,bialski,lubelskie,4441,1,2,2646,45,2601,783,172,149,1283.0,187,27.0
60103,gm. Biała Podlaska,bialski,lubelskie,11172,0,0,6754,92,6662,1581,435,610,3657.0,275,104.0
60104,gm. Drelów,bialski,lubelskie,4228,0,2,2242,46,2196,215,123,321,1461.0,54,22.0
60105,gm. Janów Podlaski,bialski,lubelskie,4289,0,0,2433,41,2392,522,128,271,1341.0,100,30.0
60106,gm. Kodeń,bialski,lubelskie,3062,0,0,1688,42,1646,315,77,187,982.0,73,12.0
60107,gm. Konstantynów,bialski,lubelskie,3281,0,0,1854,43,1811,391,104,166,1056.0,63,31.0
60108,gm. Leśna Podlaska,bialski,lubelskie,3422,1,0,1915,40,1875,308,82,138,1260.0,67,20.0
60109,gm. Łomazy,bialski,lubelskie,4084,0,0,2275,34,2241,333,102,360,1359.0,71,16.0
60110,gm. Międzyrzec Podlaski,bialski,lubelskie,8143,0,0,4809,80,4729,450,267,569,3305.0,96,42.0
60111,gm. Piszczac,bialski,lubelskie,5750,0,0,3004,55,2949,461,143,245,1970.0,108,22.0
60112,gm. Rokitno,bialski,lubelskie,2409,0,0,1241,33,1208,203,47,117,786.0,49,6.0
60113,gm. Rossosz,bialski,lubelskie,1839,0,0,1087,29,1058,106,64,160,683.0,38,7.0
60114,gm. Sławatycze,bialski,lubelskie,1955,0,0,999,14,985,183,32,153,579.0,31,7.0
60115,gm. Sosnówka,bialski,lubelskie,2060,0,0,999,12,987,101,35,202,598.0,45,6.0
60116,gm. Terespol,bialski,lubelskie,5239,0,0,2906,50,2856,434,138,241,1880.0,135,28.0
60117,gm. Tuczna,bialski,lubelskie,2548,0,0,1263,26,1237,138,63,162,811.0,52,11.0
60118,gm. Wisznice,bialski,lubelskie,4025,0,0,2245,21,2224,394,112,273,1310.0,107,28.0
60119,gm. Zalesie,bialski,lubelskie,3538,0,0,1851,31,1820,360,92,230,1062.0,65,11.0
60201,m. Biłgoraj,biłgorajski,lubelskie,20910,1,0,12580,84,12496,1764,969,2221,6311.0,1135,96.0
60202,gm. Aleksandrów,biłgorajski,lubelskie,2585,0,0,1462,16,1446,66,116,182,1041.0,32,9.0
60203,gm. Biłgoraj,biłgorajski,lubelskie,10423,0,0,6010,85,5925,176,389,1308,3827.0,197,28.0
60204,gm. Biszcza,biłgorajski,lubelskie,3089,0,0,1686,20,1666,74,87,224,1214.0,50,17.0
60205,gm. Frampol,biłgorajski,lubelskie,5018,0,0,2715,27,2688,141,198,328,1858.0,135,28.0
60206,gm. Goraj,biłgorajski,lubelskie,3416,0,0,1851,27,1824,45,134,179,1405.0,48,13.0
60207,gm. Józefów,biłgorajski,lubelskie,5684,0,0,2832,36,2796,257,211,375,1678.0,254,21.0
60208,gm. Księżpol,biłgorajski,lubelskie,5481,0,0,3023,47,2976,299,206,281,2069.0,107,14.0
60209,gm. Łukowa,biłgorajski,lubelskie,3430,0,0,1905,18,1887,123,94,210,1394.0,61,5.0
60210,gm. Obsza,biłgorajski,lubelskie,3470,0,0,1847,35,1812,101,109,161,1378.0,53,10.0
60211,gm. Potok Górny,biłgorajski,lubelskie,4506,0,0,2532,28,2504,67,166,239,1960.0,52,20.0
60212,gm. Tarnogród,biłgorajski,lubelskie,5336,0,0,3141,42,3099,278,185,315,2135.0,169,17.0
60213,gm. Tereszpol,biłgorajski,lubelskie,3169,0,0,1680,18,1662,70,125,261,1108.0,81,17.0
60214,gm. Turobin,biłgorajski,lubelskie,5150,0,0,3096,29,3067,122,127,226,2422.0,145,25.0
60301,m. Rejowiec Fabryczny,chełmski,lubelskie,3611,0,0,1724,30,1694,353,117,100,985.0,120,19.0
60302,gm. Białopole,chełmski,lubelskie,2407,0,0,1094,19,1075,147,54,120,671.0,79,4.0
60303,gm. Chełm,chełmski,lubelskie,11518,0,0,6147,85,6062,1189,424,548,3453.0,385,63.0
60304,gm. Dorohusk,chełmski,lubelskie,5137,0,0,2634,52,2582,300,152,287,1698.0,115,30.0
60305,gm. Dubienka,chełmski,lubelskie,1974,0,0,954,19,935,150,64,138,506.0,67,10.0
60306,gm. Kamień,chełmski,lubelskie,3337,0,0,1631,38,1593,229,131,144,1001.0,79,9.0
60307,gm. Leśniowice,chełmski,lubelskie,3049,0,0,1336,38,1298,179,60,201,763.0,78,17.0
60308,gm. Rejowiec Fabryczny,chełmski,lubelskie,3436,0,0,1602,33,1569,182,62,121,1116.0,70,18.0
60309,gm. Ruda-Huta,chełmski,lubelskie,3612,0,0,1842,71,1771,102,65,722,829.0,46,7.0
60310,gm. Sawin,chełmski,lubelskie,4457,0,0,2119,42,2077,333,163,256,1224.0,82,19.0
60311,gm. Siedliszcze,chełmski,lubelskie,5440,0,0,2393,39,2354,353,127,149,1582.0,123,20.0
60312,gm. Wierzbica,chełmski,lubelskie,4090,0,0,2032,34,1998,421,90,109,1315.0,50,13.0
60313,gm. Wojsławice,chełmski,lubelskie,3169,0,0,1509,28,1481,178,75,127,1048.0,45,8.0
60314,gm. Żmudź,chełmski,lubelskie,2545,0,0,1172,19,1153,156,70,133,738.0,44,12.0
60315,gm. Rejowiec,chełmski,lubelskie,5125,1,0,2337,50,2287,458,152,142,1385.0,134,16.0
60401,m. Hrubieszów,hrubieszowski,lubelskie,14780,1,0,7882,79,7803,981,387,761,3888.0,1719,67.0
60402,gm. Dołhobyczów,hrubieszowski,lubelskie,4457,0,0,1920,29,1891,78,63,381,1232.0,127,10.0
60403,gm. Horodło,hrubieszowski,lubelskie,4221,0,0,1890,37,1853,131,89,226,1212.0,177,18.0
60404,gm. Hrubieszów,hrubieszowski,lubelskie,8179,0,0,3862,55,3807,209,153,458,2598.0,364,25.0
60405,gm. Mircze,hrubieszowski,lubelskie,6032,0,0,2782,54,2728,140,130,563,1690.0,181,24.0
60406,gm. Trzeszczany,hrubieszowski,lubelskie,3453,0,0,1652,25,1627,97,70,140,1161.0,146,13.0
60407,gm. Uchanie,hrubieszowski,lubelskie,3790,0,0,1931,41,1890,74,65,245,1409.0,88,9.0
60408,gm. Werbkowice,hrubieszowski,lubelskie,7716,0,0,3826,49,3777,235,204,419,2639.0,247,33.0
60501,gm. Batorz,janowski,lubelskie,2634,0,0,1643,36,1607,44,89,152,1265.0,50,7.0
60502,gm. Chrzanów,janowski,lubelskie,2396,0,0,1540,8,1532,20,48,115,1320.0,23,6.0
60503,gm. Dzwola,janowski,lubelskie,5091,0,0,3116,35,3081,52,182,194,2585.0,59,9.0
60504,gm. Godziszów,janowski,lubelskie,4711,0,0,3266,32,3234,31,130,127,2874.0,66,6.0
60505,gm. Janów Lubelski,janowski,lubelskie,12784,0,0,7706,66,7640,861,496,453,5266.0,505,59.0
60506,gm. Modliborzyce,janowski,lubelskie,5660,0,0,3079,55,3024,216,152,259,2248.0,126,23.0
60507,gm. Potok Wielki,janowski,lubelskie,3812,0,0,1981,33,1948,107,80,160,1474.0,117,10.0
60601,m. Krasnystaw,krasnostawski,lubelskie,15463,0,0,8623,104,8519,2129,612,616,4196.0,881,85.0
60602,gm. Fajsławice,krasnostawski,lubelskie,3809,0,0,2224,19,2205,157,157,211,1554.0,93,33.0
60603,gm. Gorzków,krasnostawski,lubelskie,2946,1,0,1478,13,1465,120,74,192,987.0,73,19.0
60604,gm. Izbica,krasnostawski,lubelskie,6783,0,0,3425,33,3392,307,178,335,2298.0,242,32.0
60605,gm. Krasnystaw,krasnostawski,lubelskie,6966,0,0,3490,41,3449,498,233,296,2167.0,220,35.0
60606,gm. Kraśniczyn,krasnostawski,lubelskie,3166,1,0,1518,38,1480,139,65,169,962.0,125,20.0
60607,gm. Łopiennik Górny,krasnostawski,lubelskie,3286,0,0,1557,19,1538,129,97,108,1127.0,65,12.0
60609,gm. Rudnik,krasnostawski,lubelskie,2595,0,0,1249,12,1237,84,46,175,859.0,62,11.0
60610,gm. Siennica Różana,krasnostawski,lubelskie,3469,0,0,1731,38,1693,235,97,362,855.0,131,13.0
60611,gm. Żółkiewka,krasnostawski,lubelskie,4574,0,0,2237,52,2185,145,77,192,1643.0,105,23.0
60701,m. Kraśnik,kraśnicki,lubelskie,27331,2,2,15888,209,15679,3553,822,1438,8344.0,1394,128.0
60702,gm. Annopol,kraśnicki,lubelskie,6979,0,0,3649,64,3585,286,122,616,2348.0,184,29.0
60703,gm. Dzierzkowice,kraśnicki,lubelskie,4245,0,0,2335,27,2308,192,118,382,1487.0,104,25.0
60704,gm. Gościeradów,kraśnicki,lubelskie,5738,0,0,2994,64,2930,152,106,739,1822.0,93,18.0
60705,gm. Kraśnik,kraśnicki,lubelskie,5730,0,0,3223,35,3188,284,215,431,2029.0,193,36.0
60706,gm. Szastarka,kraśnicki,lubelskie,4712,0,0,2662,31,2631,130,65,209,2118.0,95,14.0
60707,gm. Trzydnik Duży,kraśnicki,lubelskie,5181,0,0,2629,39,2590,182,109,388,1726.0,153,32.0
60708,gm. Urzędów,kraśnicki,lubelskie,6912,0,0,3827,63,3764,292,172,623,2511.0,136,30.0
60709,gm. Wilkołaz,kraśnicki,lubelskie,4304,0,0,2653,26,2627,130,183,259,1932.0,98,25.0
60710,gm. Zakrzówek,kraśnicki,lubelskie,5250,0,0,2916,32,2884,185,183,349,2034.0,112,21.0
60801,m. Lubartów,lubartowski,lubelskie,17181,0,1,10990,72,10918,2113,1491,982,5125.0,1014,193.0
60802,gm. Abramów,lubartowski,lubelskie,3331,0,0,1963,20,1943,57,150,202,1457.0,55,22.0
60803,gm. Firlej,lubartowski,lubelskie,4734,0,0,2504,39,2465,229,220,255,1567.0,161,33.0
60804,gm. Jeziorzany,lubartowski,lubelskie,2235,0,0,1166,25,1141,68,66,146,808.0,51,2.0
60805,gm. Kamionka,lubartowski,lubelskie,5139,0,0,2744,34,2710,322,208,312,1669.0,161,38.0
60806,gm. Kock,lubartowski,lubelskie,5147,0,0,2773,38,2735,240,134,239,1924.0,121,77.0
60807,gm. Lubartów,lubartowski,lubelskie,9005,0,0,5493,57,5436,585,496,631,3295.0,337,92.0
60808,gm. Michów,lubartowski,lubelskie,4907,0,0,2630,32,2598,154,163,373,1772.0,115,21.0
60809,gm. Niedźwiada,lubartowski,lubelskie,4973,0,0,2831,38,2793,142,221,269,2029.0,96,36.0
60810,gm. Ostrów Lubelski,lubartowski,lubelskie,4258,0,0,2434,27,2407,162,174,322,1599.0,125,25.0
60811,gm. Ostrówek,lubartowski,lubelskie,3105,0,0,1724,28,1696,93,122,243,1175.0,51,12.0
60812,gm. Serniki,lubartowski,lubelskie,3938,0,0,2352,35,2317,128,162,197,1708.0,88,34.0
60813,gm. Uścimów,lubartowski,lubelskie,2536,0,0,1384,22,1362,139,72,165,917.0,51,18.0
60901,gm. Bełżyce,lubelski,lubelskie,10504,0,0,5959,64,5895,609,402,746,3704.0,363,71.0
60902,gm. Borzechów,lubelski,lubelskie,3111,0,0,1896,18,1878,192,80,249,1304.0,44,9.0
60903,gm. Bychawa,lubelski,lubelskie,9383,0,0,5189,72,5117,435,370,632,3328.0,289,63.0
60904,gm. Garbów,lubelski,lubelskie,7243,0,0,4308,52,4256,479,326,490,2659.0,246,56.0
60905,gm. Głusk,lubelski,lubelskie,8626,0,3,5757,37,5720,1238,449,602,2919.0,421,91.0
60906,gm. Jabłonna,lubelski,lubelskie,6370,0,1,3372,32,3340,391,273,365,2064.0,201,46.0
60907,gm. Jastków,lubelski,lubelskie,10920,0,0,7213,63,7150,1429,497,587,4108.0,434,95.0
60908,gm. Konopnica,lubelski,lubelskie,10758,2,0,7298,43,7255,1587,566,1286,3196.0,538,82.0
60909,gm. Krzczonów,lubelski,lubelskie,3781,0,0,2026,27,1999,143,104,297,1338.0,95,22.0
60910,gm. Niedrzwica Duża,lubelski,lubelskie,9138,0,0,5568,53,5515,717,417,646,3348.0,300,87.0
60911,gm. Niemce,lubelski,lubelskie,15245,0,0,9860,89,9771,1568,728,1706,5026.0,634,109.0
60912,gm. Strzyżewice,lubelski,lubelskie,6176,0,0,3503,35,3468,403,273,460,2092.0,193,47.0
60913,gm. Wojciechów,lubelski,lubelskie,4738,0,0,2675,39,2636,266,147,321,1736.0,139,27.0
60914,gm. Wólka,lubelski,lubelskie,9328,0,1,5955,40,5915,1171,521,478,3205.0,450,90.0
60915,gm. Wysokie,lubelski,lubelskie,3813,0,0,2055,27,2028,112,74,293,1465.0,76,8.0
60916,gm. Zakrzew,lubelski,lubelskie,2433,0,0,1240,18,1222,45,48,150,941.0,33,5.0
61001,gm. Cyców,łęczyński,lubelskie,6083,0,0,3224,41,3183,442,207,269,2084.0,145,36.0
61002,gm. Ludwin,łęczyński,lubelskie,4302,0,0,2366,24,2342,361,168,214,1442.0,119,38.0
61003,gm. Łęczna,łęczyński,lubelskie,17895,0,0,11086,96,10990,2313,909,750,6238.0,627,153.0
61004,gm. Milejów,łęczyński,lubelskie,7138,0,0,3585,61,3524,499,236,311,2210.0,213,55.0
61005,gm. Puchaczów,łęczyński,lubelskie,4381,0,0,2618,33,2585,282,189,268,1709.0,108,29.0
61006,gm. Spiczyn,łęczyński,lubelskie,4466,0,0,2457,31,2426,428,224,211,1378.0,144,41.0
61101,m. Łuków,łukowski,lubelskie,22955,1,0,14742,149,14593,2489,1051,1291,8076.0,1254,432.0
61102,m. Stoczek Łukowski,łukowski,lubelskie,2057,0,0,1275,15,1260,186,67,129,763.0,96,19.0
61103,gm. Adamów,łukowski,lubelskie,4440,0,0,2547,29,2518,201,131,192,1866.0,105,23.0
61104,gm. Krzywda,łukowski,lubelskie,8021,0,1,4299,70,4229,204,226,531,3038.0,177,53.0
61105,gm. Łuków,łukowski,lubelskie,13582,0,0,8103,88,8015,529,572,761,5721.0,295,137.0
61106,gm. Serokomla,łukowski,lubelskie,3210,0,0,1680,20,1660,95,100,159,1239.0,58,9.0
61107,gm. Stanin,łukowski,lubelskie,7504,0,0,4425,86,4339,128,188,972,2944.0,81,26.0
61108,gm. Stoczek Łukowski,łukowski,lubelskie,6316,0,0,3640,60,3580,164,155,315,2808.0,92,46.0
61109,gm. Trzebieszów,łukowski,lubelskie,5831,0,0,3758,34,3724,134,212,255,3004.0,88,31.0
61110,gm. Wojcieszków,łukowski,lubelskie,5402,0,0,2926,55,2871,132,126,306,2198.0,75,34.0
61111,gm. Wola Mysłowska,łukowski,lubelskie,3908,0,0,2202,35,2167,89,113,235,1644.0,63,23.0
61201,gm. Chodel,opolski,lubelskie,5263,0,0,2723,37,2686,165,160,256,1928.0,145,32.0
61202,gm. Józefów nad Wisłą,opolski,lubelskie,5356,0,0,2619,30,2589,208,143,360,1673.0,165,40.0
61203,gm. Karczmiska,opolski,lubelskie,4576,0,0,2329,51,2278,189,131,461,1344.0,115,38.0
61204,gm. Łaziska,opolski,lubelskie,3953,0,0,1956,41,1915,134,111,280,1252.0,125,13.0
61205,gm. Opole Lubelskie,opolski,lubelskie,14316,1,1,7442,102,7340,1308,493,538,4271.0,623,107.0
61206,gm. Poniatowa,opolski,lubelskie,11332,0,0,6360,76,6284,956,347,563,3798.0,538,82.0
61207,gm. Wilków,opolski,lubelskie,3659,0,0,1987,23,1964,116,110,248,1399.0,72,19.0
61301,gm. Dębowa Kłoda,parczewski,lubelskie,3255,0,0,1647,45,1602,271,95,177,946.0,104,9.0
61302,gm. Jabłoń,parczewski,lubelskie,3042,0,0,1748,24,1724,108,145,210,1144.0,99,18.0
61303,gm. Milanów,parczewski,lubelskie,3056,0,0,1597,31,1566,120,106,218,1012.0,86,24.0
61304,gm. Parczew,parczewski,lubelskie,11736,1,0,6634,64,6570,962,424,1156,3487.0,468,73.0
61305,gm. Podedwórze,parczewski,lubelskie,1384,0,0,740,11,729,82,43,81,472.0,48,3.0
61306,gm. Siemień,parczewski,lubelskie,3732,0,0,1990,34,1956,134,131,195,1338.0,69,89.0
61307,gm. Sosnowica,parczewski,lubelskie,2135,0,0,1056,15,1041,118,64,115,624.0,98,22.0
61401,m. Puławy,puławski,lubelskie,37709,6,5,23636,197,23439,6674,1916,1315,10646.0,2504,384.0
61402,gm. Baranów,puławski,lubelskie,3240,0,0,1780,37,1743,129,120,234,1154.0,90,16.0
61403,gm. Janowiec,puławski,lubelskie,3055,0,0,1805,15,1790,328,109,141,1058.0,140,14.0
61404,gm. Kazimierz Dolny,puławski,lubelskie,5711,0,0,3348,49,3299,759,217,247,1801.0,235,40.0
